UserID,UserName,Age,Gender,Email,AgeGroup,EnrollmentCount,LearnerSegment
U00698,petersonkaren,32,Female,sanchezlawrence@outlook.com,26-35,2,Moderate
U00699,noah18,20,Male,armstrongdanielle@yahoo.com,18-25,2,Moderate
U00700,amyarnold,25,Male,rkelly@yahoo.com,18-25,1,Single-course
U00701,alexis83,32,Male,wcowan@yahoo.com,26-35,14,Highly Active
U00702,robertwashington,22,Female,jason32@outlook.com,18-25,3,Moderate
U00703,traviswilson,32,Female,holmesjustin@yahoo.com,26-35,3,Moderate
U00704,veronica98,30,Male,john82@outlook.com,26-35,13,Highly Active
U00705,lynnburke,15,Male,navarrosteven@gmail.com,<18,1,Single-course
U00706,jonesmary,21,Male,jonespatricia@outlook.com,18-25,2,Moderate
U00707,eric25,29,Male,nathanthomas@hotmail.com,26-35,1,Single-course
U00708,rodney07,29,Female,stephaniedavis@outlook.com,26-35,1,Single-course
U00709,ygregory,23,Female,nsmith@yahoo.com,18-25,14,Highly Active
U00710,virginia47,19,Male,mullinsdavid@outlook.com,18-25,1,Single-course
U00711,ataylor,27,Male,allenerica@outlook.com,26-35,2,Moderate
U00712,wendybrown,27,Female,jarvischelsea@outlook.com,26-35,2,Moderate
U00713,joseph60,17,Female,nancy15@outlook.com,<18,1,Single-course
U00714,curtissmith,25,Male,rgreene@gmail.com,18-25,3,Moderate
U00715,teresalynn,25,Female,christopher01@gmail.com,18-25,1,Single-course
U00716,victoriawalter,29,Male,cjones@gmail.com,26-35,4,Moderate
U00717,michaeljohnson,34,Female,webernicholas@yahoo.com,26-35,1,Single-course
U00718,christopher99,27,Female,mia13@yahoo.com,26-35,2,Moderate
U00719,diazlinda,25,Female,nmiller@yahoo.com,18-25,1,Single-course
U00720,coleashley,17,Female,briggsgrant@hotmail.com,<18,1,Single-course
U00721,adavenport,20,Female,cgriffin@outlook.com,18-25,1,Single-course
U00722,smontgomery,16,Female,michaelhunter@gmail.com,<18,3,Moderate
U00723,tcolon,35,Male,benjamin17@hotmail.com,26-35,14,Highly Active
U00724,elizabeth68,16,Female,patrick77@hotmail.com,<18,15,Highly Active
U00725,martinbarbara,28,Female,christine02@gmail.com,26-35,1,Single-course
U00726,ssanchez,26,Female,erikamccann@outlook.com,26-35,1,Single-course
U00727,jeffreystewart,33,Female,tsexton@gmail.com,26-35,4,Moderate
U00728,teresa67,17,Male,christopher71@hotmail.com,<18,1,Single-course
U00729,vsmith,30,Male,william39@yahoo.com,26-35,2,Moderate
U00730,nbuckley,30,Male,ianderson@hotmail.com,26-35,2,Moderate
U00731,duane21,16,Male,spearsmitchell@outlook.com,<18,2,Moderate
U00732,andrew96,22,Male,darryllucas@hotmail.com,18-25,1,Single-course
U00733,evansjill,28,Female,randyberry@yahoo.com,26-35,1,Single-course
U00734,georgemartin,20,Male,christophercox@outlook.com,18-25,4,Moderate
U00735,brian79,17,Male,mejiaveronica@gmail.com,<18,2,Moderate
U00736,yarmstrong,19,Female,miranda26@yahoo.com,18-25,1,Single-course
U00737,david99,18,Male,ddaniel@outlook.com,18-25,2,Moderate
U00738,kevin65,29,Female,christopherharris@gmail.com,26-35,3,Moderate
U00739,robinsonaaron,25,Female,katie36@gmail.com,18-25,1,Single-course
U00740,lrodgers,34,Female,pamerickson@hotmail.com,26-35,1,Single-course
U00741,joseph57,33,Female,robertbennett@hotmail.com,26-35,4,Moderate
U00742,sthomas,29,Male,christina80@gmail.com,26-35,1,Single-course
U00743,kchandler,19,Male,moralesmicheal@gmail.com,18-25,4,Moderate
U00744,susan70,15,Male,shannonbell@yahoo.com,<18,1,Single-course
U00745,colemanshannon,29,Female,laura10@hotmail.com,26-35,2,Moderate
U00746,brianwright,28,Male,middletonmiranda@gmail.com,26-35,2,Moderate
U00747,scruz,28,Female,fmiller@gmail.com,26-35,1,Single-course
U00748,gyang,30,Female,pwhite@gmail.com,26-35,2,Moderate
U00749,suarezjason,18,Male,shelly11@outlook.com,18-25,1,Single-course
U00750,brittany20,23,Female,brittany01@outlook.com,18-25,1,Single-course
U00751,alex00,19,Male,tkane@hotmail.com,18-25,1,Single-course
U00752,gregoryramirez,30,Male,johnnyhenderson@outlook.com,26-35,13,Highly Active
U00753,fallen,28,Male,piercejustin@hotmail.com,26-35,2,Moderate
U00754,wchapman,33,Male,daniel53@hotmail.com,26-35,1,Single-course
U00755,fnelson,31,Male,schmidtrussell@outlook.com,26-35,1,Single-course
U00756,gloverronald,33,Female,tara80@hotmail.com,26-35,1,Single-course
U00757,greghiggins,22,Female,chris37@yahoo.com,18-25,1,Single-course
U00758,jacobcherry,16,Male,wongana@yahoo.com,<18,1,Single-course
U00759,jerryfuentes,22,Male,alec74@hotmail.com,18-25,1,Single-course
U00760,donnahudson,21,Female,steven45@gmail.com,18-25,13,Highly Active
U00761,vthomas,31,Male,bellbrian@gmail.com,26-35,1,Single-course
U00762,marieboyd,22,Female,lbryant@gmail.com,18-25,1,Single-course
U00763,ccook,16,Male,nenglish@hotmail.com,<18,1,Single-course
U00764,millerjay,18,Male,smithvictoria@yahoo.com,18-25,2,Moderate
U00765,carrillonathaniel,31,Female,brittany31@yahoo.com,26-35,11,Highly Active
U00766,rebecca41,31,Female,brockvirginia@outlook.com,26-35,3,Moderate
U00767,iestes,16,Female,idavis@yahoo.com,<18,14,Highly Active
U00768,castilloallen,19,Male,devon29@yahoo.com,18-25,2,Moderate
U00769,nicholaswatkins,16,Female,campbellsharon@gmail.com,<18,1,Single-course
U00770,pnorris,29,Male,laurennavarro@gmail.com,26-35,1,Single-course
U00771,ashley15,18,Male,lewisjamie@outlook.com,18-25,1,Single-course
U00772,lindseylawson,24,Female,brandon45@yahoo.com,18-25,13,Highly Active
U00773,tlewis,25,Female,jonesrachel@gmail.com,18-25,1,Single-course
U00774,qarmstrong,27,Male,jodyolson@outlook.com,26-35,1,Single-course
U00775,timothy66,29,Female,gregoryalison@hotmail.com,26-35,14,Highly Active
U00776,smithgloria,26,Female,rbrown@yahoo.com,26-35,1,Single-course
U00777,donaldcastillo,29,Male,lewisrachael@outlook.com,26-35,4,Moderate
U00778,darrencarey,33,Male,kristina95@gmail.com,26-35,2,Moderate
U00779,vargasemily,24,Female,westvictor@gmail.com,18-25,1,Single-course
U00780,christopherduran,32,Female,haleygould@yahoo.com,26-35,1,Single-course
U00781,lucasnorman,18,Female,martindeborah@gmail.com,18-25,1,Single-course
U00782,hholt,25,Male,grodgers@hotmail.com,18-25,1,Single-course
U00783,joliver,35,Female,courtneyanthony@gmail.com,26-35,2,Moderate
U00784,obrienjessica,22,Female,stephaniereed@yahoo.com,18-25,2,Moderate
U00785,fisherkathryn,17,Female,menglish@yahoo.com,<18,1,Single-course
U00786,johnobrien,32,Female,tduncan@gmail.com,26-35,13,Highly Active
U00787,alexisjones,29,Female,nwatts@outlook.com,26-35,9,Highly Active
U00788,dalton45,24,Male,jessica89@yahoo.com,18-25,2,Moderate
U00789,edwardbishop,17,Female,hgeorge@gmail.com,<18,2,Moderate
U00790,weekssamuel,16,Female,hensonkevin@yahoo.com,<18,2,Moderate
U00791,ggibbs,34,Female,megan67@yahoo.com,26-35,2,Moderate
U00792,ralphrobertson,20,Male,piercestacy@hotmail.com,18-25,1,Single-course
U00793,jasonchapman,19,Male,amberrice@gmail.com,18-25,4,Moderate
U00794,zperkins,23,Female,deanna03@yahoo.com,18-25,2,Moderate
U00795,pkent,34,Female,kellymoore@gmail.com,26-35,3,Moderate
U00796,belljacob,22,Female,rachellewis@outlook.com,18-25,2,Moderate
U00797,djohnson,20,Male,brenda73@outlook.com,18-25,3,Moderate
U00798,phillipgarza,19,Female,ashleyjohnson@outlook.com,18-25,1,Single-course
U00799,danielle30,26,Female,april48@outlook.com,26-35,2,Moderate
U00800,denniskara,29,Female,petersonamber@yahoo.com,26-35,2,Moderate
U00801,pmorse,32,Female,kellieandrade@hotmail.com,26-35,2,Moderate
U00802,garciabradley,31,Male,susan84@outlook.com,26-35,2,Moderate
U00803,vyoung,26,Male,murphyelijah@hotmail.com,26-35,3,Moderate
U00804,alexander76,24,Female,volson@hotmail.com,18-25,2,Moderate
U00805,shelly99,18,Female,fosterabigail@gmail.com,18-25,1,Single-course
U00806,hollowaybrian,27,Male,hardyann@hotmail.com,26-35,1,Single-course
U00807,mark87,35,Female,theresa07@outlook.com,26-35,1,Single-course
U00808,randalljensen,27,Female,sandrashaw@outlook.com,26-35,1,Single-course
U00809,terrismith,24,Male,phansen@gmail.com,18-25,1,Single-course
U00810,nshort,28,Male,kelsey23@hotmail.com,26-35,1,Single-course
U00811,rachel13,25,Female,kimberly43@gmail.com,18-25,3,Moderate
U00812,greenbradley,24,Female,jenniferpalmer@yahoo.com,18-25,3,Moderate
U00813,oberg,33,Male,andersonanthony@hotmail.com,26-35,4,Moderate
U00814,dana01,21,Female,hhoover@yahoo.com,18-25,1,Single-course
U00815,blevinskenneth,17,Male,pcardenas@outlook.com,<18,2,Moderate
U00816,nortonjennifer,34,Male,christopher24@hotmail.com,26-35,3,Moderate
U00817,xwilkins,35,Female,adaugherty@gmail.com,26-35,1,Single-course
U00818,josephthornton,20,Female,cynthia81@gmail.com,18-25,1,Single-course
U00819,macdonaldbarry,28,Female,greenangela@yahoo.com,26-35,14,Highly Active
U00820,rhunt,31,Female,georgeamanda@hotmail.com,26-35,3,Moderate
U00821,sarawashington,23,Male,ashley12@yahoo.com,18-25,13,Highly Active
U00822,iweber,35,Female,allenjason@gmail.com,26-35,1,Single-course
U00823,burgessashley,22,Male,jsalinas@outlook.com,18-25,1,Single-course
U00824,mary48,27,Male,josesmith@yahoo.com,26-35,1,Single-course
U00825,odavis,26,Male,richard58@gmail.com,26-35,3,Moderate
U00826,jamespatel,16,Male,maddoxashley@outlook.com,<18,1,Single-course
U00827,joshua59,26,Female,morrisonbrian@yahoo.com,26-35,2,Moderate
U00828,tanya22,25,Male,brian39@hotmail.com,18-25,3,Moderate
U00829,hthomas,22,Male,householly@hotmail.com,18-25,16,Highly Active
U00830,cookreginald,26,Female,qhiggins@outlook.com,26-35,1,Single-course
U00831,stephanie39,18,Male,henryanderson@yahoo.com,18-25,2,Moderate
U00832,chumphrey,20,Female,fingram@yahoo.com,18-25,1,Single-course
U00833,anna24,32,Female,yangryan@hotmail.com,26-35,3,Moderate
U00834,connor47,30,Male,foxrachel@gmail.com,26-35,1,Single-course
U00835,jonesnatalie,33,Female,johnstonheather@hotmail.com,26-35,1,Single-course
U00836,vlee,29,Female,mgonzalez@gmail.com,26-35,15,Highly Active
U00837,summersbenjamin,28,Male,tina58@outlook.com,26-35,4,Moderate
U00838,johnmclean,25,Female,ibailey@hotmail.com,18-25,12,Highly Active
U00839,richardgonzales,33,Male,anne86@outlook.com,26-35,1,Single-course
U00840,kristen96,18,Male,evanschad@gmail.com,18-25,3,Moderate
U00841,potterchristine,29,Female,zjones@hotmail.com,26-35,1,Single-course
U00842,johnsonmichael,21,Female,slucas@hotmail.com,18-25,2,Moderate
U00843,danielrivera,21,Male,shieldsjustin@outlook.com,18-25,1,Single-course
U00844,bellnicholas,26,Male,rachelharris@gmail.com,26-35,1,Single-course
U00845,larry84,25,Female,selena53@hotmail.com,18-25,1,Single-course
U00846,geraldbrown,16,Male,amanda42@hotmail.com,<18,1,Single-course
U00847,cscott,23,Male,adamsjessica@gmail.com,18-25,1,Single-course
U00848,wlindsey,28,Male,alan56@hotmail.com,26-35,4,Moderate
U00849,patrick51,20,Male,thompsonjack@gmail.com,18-25,2,Moderate
U00850,christopheradams,26,Male,brandon52@hotmail.com,26-35,15,Highly Active
U00851,jamesandersen,21,Male,gregorycastillo@outlook.com,18-25,1,Single-course
U00852,scottgoodman,23,Male,mthomas@gmail.com,18-25,13,Highly Active
U00853,qhancock,24,Male,jessicatate@yahoo.com,18-25,2,Moderate
U00854,jeffery46,28,Male,jenniferking@gmail.com,26-35,2,Moderate
U00855,cmoody,15,Female,jonathan95@yahoo.com,<18,1,Single-course
U00856,jeffreyosborne,21,Female,abrown@yahoo.com,18-25,1,Single-course
U00857,rjohnson,15,Male,fshaw@outlook.com,<18,1,Single-course
U00858,hperez,20,Male,josephramirez@gmail.com,18-25,15,Highly Active
U00859,connie76,22,Male,fjones@outlook.com,18-25,1,Single-course
U00860,charlesromero,23,Female,sabrinagarcia@yahoo.com,18-25,1,Single-course
U00861,cjones,22,Female,williamporter@hotmail.com,18-25,1,Single-course
U00862,ucampbell,18,Female,ycruz@outlook.com,18-25,1,Single-course
U00863,carlachambers,23,Female,catherine34@gmail.com,18-25,1,Single-course
U00864,taralucas,22,Female,wesleygomez@hotmail.com,18-25,1,Single-course
U00865,ynguyen,27,Male,katievasquez@hotmail.com,26-35,1,Single-course
U00866,kevinbryant,30,Male,kaneamber@yahoo.com,26-35,1,Single-course
U00867,kadams,30,Male,smiththomas@yahoo.com,26-35,1,Single-course
U00868,brookelester,16,Female,jeannejones@yahoo.com,<18,1,Single-course
U00869,kathy66,19,Male,hernandezcrystal@gmail.com,18-25,1,Single-course
U00870,sarah55,22,Male,kennethbrown@outlook.com,18-25,15,Highly Active
U00871,harrisangel,26,Male,rebecca41@gmail.com,26-35,2,Moderate
U00872,leonard49,27,Male,uwhite@outlook.com,26-35,1,Single-course
U00873,nicholas43,28,Male,deanbrandon@hotmail.com,26-35,1,Single-course
U00874,daniel14,25,Male,webbalexander@yahoo.com,18-25,12,Highly Active
U00875,lauren47,23,Male,cnorman@hotmail.com,18-25,1,Single-course
U00876,steven86,27,Male,ghart@outlook.com,26-35,14,Highly Active
U00877,brian68,35,Male,albert18@yahoo.com,26-35,1,Single-course
U00878,gregory34,31,Male,christian06@hotmail.com,26-35,1,Single-course
U00879,andrea15,18,Female,ygarcia@gmail.com,18-25,3,Moderate
U00880,burnettjennifer,15,Male,jodi61@outlook.com,<18,1,Single-course
U00881,jayala,34,Female,austinamy@outlook.com,26-35,16,Highly Active
U00882,tyrone43,34,Female,adamjensen@gmail.com,26-35,1,Single-course
U00883,brittany87,27,Female,anthony51@hotmail.com,26-35,3,Moderate
U00884,davenportjerome,19,Male,fosteredward@hotmail.com,18-25,1,Single-course
U00885,moralessherri,28,Female,robinsonmichelle@gmail.com,26-35,1,Single-course
U00886,brenda56,22,Female,joshuacarrillo@hotmail.com,18-25,2,Moderate
U00887,joseph48,17,Male,fordmichelle@hotmail.com,<18,1,Single-course
U00888,ywright,15,Male,rubenvargas@outlook.com,<18,4,Moderate
U00889,robbinscatherine,31,Female,glopez@gmail.com,26-35,1,Single-course
U00890,jacobscharles,31,Female,jonesbrian@hotmail.com,26-35,2,Moderate
U00891,christopher59,28,Female,andrew63@gmail.com,26-35,2,Moderate
U00892,joneskayla,35,Male,jmack@hotmail.com,26-35,4,Moderate
U00893,dwillis,15,Male,johnjensen@gmail.com,<18,12,Highly Active
U00894,edwardsjared,28,Female,donna27@gmail.com,26-35,3,Moderate
U00895,seanlambert,15,Male,garnerjohn@hotmail.com,<18,4,Moderate
U00896,calvindavis,29,Female,matanancy@hotmail.com,26-35,4,Moderate
U00897,zmarshall,20,Male,rjohnson@outlook.com,18-25,1,Single-course
U00898,michelleramos,24,Female,fschwartz@gmail.com,18-25,12,Highly Active
U00899,hallbrian,19,Male,ydavis@hotmail.com,18-25,1,Single-course
U00900,kochshannon,26,Female,yclark@gmail.com,26-35,2,Moderate
U00901,adam68,23,Female,john91@outlook.com,18-25,1,Single-course
U00902,jacobscameron,29,Male,christinapeterson@yahoo.com,26-35,2,Moderate
U00903,rojasjames,29,Female,omoon@gmail.com,26-35,13,Highly Active
U00904,kristen47,16,Female,vmclean@yahoo.com,<18,1,Single-course
U00905,llawrence,15,Male,daniel77@outlook.com,<18,1,Single-course
U00906,nicholsonkaren,34,Female,michaelsmith@outlook.com,26-35,1,Single-course
U00907,pachecomary,23,Female,adam92@outlook.com,18-25,12,Highly Active
U00908,tommywilkinson,16,Female,sarah20@gmail.com,<18,1,Single-course
U00909,kristinevance,35,Female,whiteeric@hotmail.com,26-35,1,Single-course
U00910,ramirezaaron,20,Female,costatraci@hotmail.com,18-25,3,Moderate
U00911,qallen,15,Female,jennifercollins@yahoo.com,<18,10,Highly Active
U00912,anthony80,28,Male,stephaniezimmerman@yahoo.com,26-35,1,Single-course
U00913,boyerjoseph,35,Female,michaeladams@hotmail.com,26-35,1,Single-course
U00914,goodwinmichelle,22,Male,danielmcclure@hotmail.com,18-25,1,Single-course
U00915,phillipssean,24,Female,carolynrivera@outlook.com,18-25,13,Highly Active
U00916,donnacarlson,20,Male,cooperzachary@yahoo.com,18-25,1,Single-course
U00917,tylersheppard,28,Female,webbheather@hotmail.com,26-35,15,Highly Active
U00918,maddoxmichael,35,Male,joshuadelgado@outlook.com,26-35,1,Single-course
U00919,kwheeler,28,Male,wbarrera@gmail.com,26-35,14,Highly Active
U00920,robertortiz,18,Female,randy02@gmail.com,18-25,1,Single-course
U00921,nharris,26,Male,joshuaduran@gmail.com,26-35,1,Single-course
U00922,rwilliams,31,Female,hball@outlook.com,26-35,2,Moderate
U00923,scott83,29,Female,nataliejackson@gmail.com,26-35,3,Moderate
U00924,grahammary,34,Male,traceyortiz@gmail.com,26-35,1,Single-course
U00925,tjackson,31,Male,mmendoza@yahoo.com,26-35,2,Moderate
U00926,debbie38,32,Male,michelewolf@gmail.com,26-35,2,Moderate
U00927,kbowman,26,Male,lguerrero@yahoo.com,26-35,2,Moderate
U00928,uleon,33,Female,butlermichael@outlook.com,26-35,12,Highly Active
U00929,taylortiffany,25,Female,jennifergilbert@yahoo.com,18-25,4,Moderate
U00930,joe26,34,Male,jeffreyramirez@hotmail.com,26-35,3,Moderate
U00931,pgrant,31,Male,jeffreyvaughn@outlook.com,26-35,1,Single-course
U00932,yolandamckinney,21,Male,qjimenez@yahoo.com,18-25,1,Single-course
U00933,rebeccagrant,27,Female,millerjessica@hotmail.com,26-35,1,Single-course
U00934,clarkamanda,15,Female,jimmycampbell@outlook.com,<18,1,Single-course
U00935,andrew43,16,Female,hoconnell@outlook.com,<18,1,Single-course
U00936,markmcbride,30,Female,hrobinson@hotmail.com,26-35,1,Single-course
U00937,kimberly76,35,Male,billyhamilton@hotmail.com,26-35,1,Single-course
U00938,kellylevy,30,Male,uball@hotmail.com,26-35,1,Single-course
U00939,regina72,18,Male,autumn95@yahoo.com,18-25,1,Single-course
U00940,bhughes,15,Female,patrickdavis@hotmail.com,<18,1,Single-course
U00941,riceemily,20,Female,michael80@gmail.com,18-25,2,Moderate
U00942,greeves,21,Male,jonathanmullins@hotmail.com,18-25,1,Single-course
U00943,patrickevans,21,Female,christopheraguilar@hotmail.com,18-25,2,Moderate
U00944,mcdowellrichard,28,Female,mwoods@yahoo.com,26-35,1,Single-course
U00945,meganaguilar,27,Female,jenna45@gmail.com,26-35,1,Single-course
U00946,cobbrebecca,20,Female,esmith@hotmail.com,18-25,1,Single-course
U00947,phillipsthomas,31,Female,robert99@yahoo.com,26-35,1,Single-course
U00948,jenna85,34,Male,harringtonjason@hotmail.com,26-35,3,Moderate
U00949,andersondaniel,16,Male,dustinsimmons@hotmail.com,<18,4,Moderate
U00950,loricruz,33,Female,amartinez@yahoo.com,26-35,1,Single-course
U00951,perkinsian,15,Male,benjamintaylor@gmail.com,<18,2,Moderate
U00952,fullerlaura,22,Female,dreeves@gmail.com,18-25,2,Moderate
U00953,lindsay67,31,Male,randall43@hotmail.com,26-35,3,Moderate
U00954,emily45,21,Female,judywilliams@yahoo.com,18-25,2,Moderate
U00955,howardfranco,35,Female,christopher22@hotmail.com,26-35,3,Moderate
U00956,sarahwilliams,21,Female,kellygregory@hotmail.com,18-25,1,Single-course
U00957,courtneyspence,22,Male,xmartin@gmail.com,18-25,3,Moderate
U00958,vanessa84,28,Female,douglas85@gmail.com,26-35,2,Moderate
U00959,jillianbenitez,22,Male,brownmonica@outlook.com,18-25,13,Highly Active
U00960,zdominguez,17,Male,jenniferzavala@gmail.com,<18,1,Single-course
U00961,yodervalerie,31,Male,elizabeth16@outlook.com,26-35,14,Highly Active
U00962,mullenraven,20,Male,jamesgreen@hotmail.com,18-25,1,Single-course
U00963,xespinoza,20,Female,arivera@yahoo.com,18-25,2,Moderate
U00964,melissa75,16,Female,chavezbryce@outlook.com,<18,1,Single-course
U00965,alexanderhart,34,Female,abigailstevens@hotmail.com,26-35,1,Single-course
U00966,don65,23,Female,autumn61@outlook.com,18-25,1,Single-course
U00967,haledalton,15,Male,tevans@outlook.com,<18,14,Highly Active
U00968,wmartin,21,Male,bryan25@outlook.com,18-25,2,Moderate
U00969,kevin31,29,Male,karina05@gmail.com,26-35,1,Single-course
U00970,lcollins,18,Male,kelly21@yahoo.com,18-25,1,Single-course
U00971,xhicks,19,Female,ybaldwin@gmail.com,18-25,3,Moderate
U00972,dross,27,Female,juanthomas@gmail.com,26-35,4,Moderate
U00973,robertsnicolas,22,Male,mark15@yahoo.com,18-25,1,Single-course
U00974,qcraig,31,Male,stephensonelizabeth@yahoo.com,26-35,1,Single-course
U00975,kroman,35,Female,jrobinson@hotmail.com,26-35,1,Single-course
U00976,johnsonchristopher,30,Male,lynchnorma@gmail.com,26-35,12,Highly Active
U00977,mrubio,33,Female,birdjeanette@yahoo.com,26-35,1,Single-course
U00978,hgonzalez,18,Male,sherrypalmer@gmail.com,18-25,1,Single-course
U00979,berryjohn,16,Female,richard23@hotmail.com,<18,3,Moderate
U00980,oliverwayne,17,Male,fdavis@yahoo.com,<18,1,Single-course
U00981,vbryant,34,Male,zachary79@yahoo.com,26-35,13,Highly Active
U00982,austinandrea,27,Female,gmontoya@outlook.com,26-35,1,Single-course
U00983,richardrhodes,26,Female,thomasperry@yahoo.com,26-35,1,Single-course
U00984,ilambert,27,Male,hhall@outlook.com,26-35,1,Single-course
U00985,sara25,21,Male,sara90@hotmail.com,18-25,1,Single-course
U00986,crystalharris,25,Male,davidmartin@outlook.com,18-25,2,Moderate
U00987,jonathanhanson,27,Female,melissa05@gmail.com,26-35,1,Single-course
U00988,haley70,21,Female,adouglas@yahoo.com,18-25,1,Single-course
U00989,dillonmatthew,26,Male,dbrewer@yahoo.com,26-35,12,Highly Active
U00990,nunezsandra,20,Male,hallcarl@outlook.com,18-25,1,Single-course
U00991,fernandezkristen,30,Male,stephanieyork@gmail.com,26-35,1,Single-course
U00992,achase,22,Female,pdean@outlook.com,18-25,4,Moderate
U00993,jamesarnold,17,Male,crystalblankenship@outlook.com,<18,1,Single-course
U00994,chaneyjeremy,29,Female,hannah24@gmail.com,26-35,1,Single-course
U00995,yholloway,27,Female,victoriawelch@hotmail.com,26-35,2,Moderate
U00996,jon28,24,Male,myersanna@gmail.com,18-25,1,Single-course
U00997,vmyers,34,Female,edwardbarrera@outlook.com,26-35,15,Highly Active
U00998,brendarogers,18,Male,mckayandrea@gmail.com,18-25,2,Moderate
U00999,tshaffer,33,Female,reedjeffrey@outlook.com,26-35,1,Single-course
U01000,tara10,16,Female,matthewserrano@gmail.com,<18,12,Highly Active
U01001,matthewrobertson,18,Male,briannaalvarado@yahoo.com,18-25,1,Single-course
U01002,paul47,19,Male,sara84@yahoo.com,18-25,1,Single-course
U01003,james19,35,Male,cameron98@hotmail.com,26-35,1,Single-course
U01004,albertbell,16,Female,rachel22@yahoo.com,<18,1,Single-course
U01005,zshelton,19,Male,eric88@hotmail.com,18-25,1,Single-course
U01006,youngcolleen,19,Male,shannonmiller@yahoo.com,18-25,2,Moderate
U01007,thompsonalicia,30,Male,maldonadopaul@gmail.com,26-35,1,Single-course
U01008,julie04,18,Male,enewton@outlook.com,18-25,2,Moderate
U01009,jessicamorrow,15,Female,narnold@hotmail.com,<18,1,Single-course
U01010,staceybrown,35,Female,matthewlawrence@gmail.com,26-35,1,Single-course
U01011,uarnold,18,Male,ginabenitez@gmail.com,18-25,1,Single-course
U01012,aolson,35,Female,kimberlylong@gmail.com,26-35,1,Single-course
U01013,pcook,22,Male,kimberly96@yahoo.com,18-25,3,Moderate
U01014,jessicalong,17,Male,stevenperez@yahoo.com,<18,3,Moderate
U01015,coledennis,29,Male,browndavid@outlook.com,26-35,15,Highly Active
U01016,nwright,27,Female,sandovalnorma@yahoo.com,26-35,2,Moderate
U01017,dhernandez,21,Female,tylermartin@gmail.com,18-25,2,Moderate
U01018,shannonrobertson,23,Female,sarasparks@yahoo.com,18-25,1,Single-course
U01019,monique55,27,Male,rossashley@gmail.com,26-35,1,Single-course
U01020,vwhitehead,28,Male,shannonsparks@gmail.com,26-35,12,Highly Active
U01021,richardmendez,29,Female,wernerleon@yahoo.com,26-35,2,Moderate
U01022,butlerjessica,17,Male,lisa97@gmail.com,<18,13,Highly Active
U01023,eford,18,Male,david19@outlook.com,18-25,2,Moderate
U01024,yandersen,17,Female,fmeyer@hotmail.com,<18,3,Moderate
U01025,tyronepham,34,Male,loriyoung@outlook.com,26-35,1,Single-course
U01026,montescrystal,33,Female,ayalaariana@outlook.com,26-35,1,Single-course
U01027,candice51,32,Male,tinastevens@gmail.com,26-35,2,Moderate
U01028,gchapman,23,Female,tammy34@hotmail.com,18-25,2,Moderate
U01029,mooneyjoseph,15,Male,samantha60@outlook.com,<18,1,Single-course
U01030,jkennedy,23,Female,jonesalexandra@outlook.com,18-25,1,Single-course
U01031,vasquezsarah,15,Male,ocurry@hotmail.com,<18,13,Highly Active
U01032,brownvanessa,16,Male,kathleenjones@yahoo.com,<18,14,Highly Active
U01033,dsampson,30,Male,xsingleton@outlook.com,26-35,13,Highly Active
U01034,thomas88,18,Female,michael37@gmail.com,18-25,12,Highly Active
U01035,robert02,33,Male,vmueller@hotmail.com,26-35,3,Moderate
U01036,johnwatson,35,Male,cheryl57@hotmail.com,26-35,1,Single-course
U01037,jeremy46,32,Female,wyatt99@gmail.com,26-35,1,Single-course
U01038,tanya50,33,Male,lunajuan@hotmail.com,26-35,1,Single-course
U01039,zellis,21,Female,misty82@gmail.com,18-25,1,Single-course
U01040,ecook,21,Female,gamblejames@gmail.com,18-25,1,Single-course
U01041,nortontiffany,23,Female,karen17@yahoo.com,18-25,1,Single-course
U01042,xjohnson,26,Male,ashleymcbride@outlook.com,26-35,1,Single-course
U01043,howardtammie,19,Female,devinanderson@outlook.com,18-25,4,Moderate
U01044,kwhite,31,Female,jeffreybell@hotmail.com,26-35,1,Single-course
U01045,brandonperkins,32,Female,jamescastro@yahoo.com,26-35,2,Moderate
U01046,ijordan,28,Female,zgray@hotmail.com,26-35,1,Single-course
U01047,sarah46,29,Female,vlawson@hotmail.com,26-35,1,Single-course
U01048,hwilliams,16,Female,vazquezsusan@outlook.com,<18,1,Single-course
U01049,sramirez,34,Male,danielle21@outlook.com,26-35,2,Moderate
U01050,charlotte36,25,Female,cameron97@outlook.com,18-25,1,Single-course
U01051,fmanning,18,Female,whitneysarah@gmail.com,18-25,2,Moderate
U01052,villakenneth,22,Female,franklinmichelle@outlook.com,18-25,2,Moderate
U01053,gonzalesmatthew,26,Female,thomaslivingston@outlook.com,26-35,1,Single-course
U01054,jason85,20,Female,jacqueline31@yahoo.com,18-25,2,Moderate
U01055,gloria53,22,Female,xcasey@outlook.com,18-25,1,Single-course
U01056,heather91,15,Male,pruittmichael@hotmail.com,<18,2,Moderate
U01057,mcdowellaudrey,33,Male,richardsonangela@gmail.com,26-35,1,Single-course
U01058,jon17,34,Female,alandavis@gmail.com,26-35,2,Moderate
U01059,john53,30,Male,sandraswanson@hotmail.com,26-35,1,Single-course
U01060,edwin85,34,Female,caitlyn34@outlook.com,26-35,1,Single-course
U01061,akemp,22,Female,shelby47@outlook.com,18-25,2,Moderate
U01062,kellerkaren,22,Female,rebeccawilliams@gmail.com,18-25,1,Single-course
U01063,djones,31,Female,qhernandez@gmail.com,26-35,1,Single-course
U01064,nfields,26,Female,mstokes@gmail.com,26-35,2,Moderate
